test_id,joint,amplitude_deg,frequency_hz,time_s,q_deseado_deg,q_medido_deg,error_deg
1,wrist,10.0,0.05,13.08741044998169,-8.24851001729709,-6.158357771260997,-2.0901522460360926
1,wrist,10.0,0.05,13.13748550415039,-8.336423995639015,-6.451612903225806,-1.8848110924132087
1,wrist,10.0,0.05,13.187660932540894,-8.42244490637161,-6.451612903225806,-1.9708320031458033
1,wrist,10.0,0.05,13.237874507904053,-8.506436103982058,-6.451612903225806,-2.0548232007562515
1,wrist,10.0,0.05,13.2879478931427,-8.58808487991091,-7.038123167155426,-1.5499617127554846
1,wrist,10.0,0.05,13.338132619857788,-8.667782893038792,-7.038123167155426,-1.629659725883366
1,wrist,10.0,0.05,13.388309717178345,-8.745314805048885,-7.038123167155426,-1.7071916378934588
1,wrist,10.0,0.05,13.438482761383057,-8.820667630353121,-7.038123167155426,-1.782544463197695
1,wrist,10.0,0.05,13.488661050796509,-8.893836531099597,-7.038123167155426,-1.8557133639441705
1,wrist,10.0,0.05,13.538859844207764,-8.964823874740599,-7.038123167155426,-1.926700707585173
1,wrist,10.0,0.05,13.589035034179688,-9.033549855658634,-7.331378299120235,-1.7021715565383992
1,wrist,10.0,0.05,13.639210939407349,-9.100032228719101,-7.331378299120235,-1.768653929598866
1,wrist,10.0,0.05,13.689384460449219,-9.164250481554358,-7.331378299120235,-1.832872182434123
1,wrist,10.0,0.05,13.739558219909668,-9.226192160481009,-7.331378299120235,-1.894813861360774
1,wrist,10.0,0.05,13.789740085601807,-9.28585101650578,-7.9178885630498534,-1.3679624534559274
1,wrist,10.0,0.05,13.839836597442627,-9.343106450258313,-7.9178885630498534,-1.4252178872084595
1,wrist,10.0,0.05,13.890008687973022,-9.39812883699726,-7.9178885630498534,-1.4802402739474072
1,wrist,10.0,0.05,13.940176725387573,-9.45081222519814,-7.9178885630498534,-1.5329236621482867
1,wrist,10.0,0.05,13.990351915359497,-9.501155075896685,-7.9178885630498534,-1.5832665128468317
1,wrist,10.0,0.05,14.040522813796997,-9.549133199954891,-7.9178885630498534,-1.6312446369050377
1,wrist,10.0,0.05,14.09069275856018,-9.594738240618497,-8.211143695014663,-1.3835945456038345
1,wrist,10.0,0.05,14.14087176322937,-9.637967392604217,-8.211143695014663,-1.4268236975895547
1,wrist,10.0,0.05,14.190941095352173,-9.678714834247401,-8.211143695014663,-1.4675711392327386
1,wrist,10.0,0.05,14.241131782531738,-9.717157610706396,-8.504398826979473,-1.2127587837269225
1,wrist,10.0,0.05,14.291298866271973,-9.753168128719684,-8.504398826979473,-1.2487693017402108
1,wrist,10.0,0.05,14.341467142105103,-9.786756858044235,-8.504398826979473,-1.2823580310647618
1,wrist,10.0,0.05,14.391635656356812,-9.817914713159384,-8.504398826979473,-1.3135158861799106
1,wrist,10.0,0.05,14.441812992095947,-9.846638624035716,-8.504398826979473,-1.3422397970562425
1,wrist,10.0,0.05,14.491990327835083,-9.872915760402893,-8.504398826979473,-1.36851693342342
1,wrist,10.0,0.05,14.542174577713013,-9.896742706154862,-8.504398826979473,-1.3923438791753888
1,wrist,10.0,0.05,14.592253684997559,-9.918067557906955,-9.090909090909092,-0.8271584669978633
1,wrist,10.0,0.05,14.642323970794678,-9.936934417978735,-9.090909090909092,-0.8460253270696434
1,wrist,10.0,0.05,14.692493200302124,-9.953372577674784,-9.090909090909092,-0.8624634867656926
